hotel_name,price_euros,rating,neighborhood
Modern and bright apartment in Eixample 1-2,1.68,8.4,"Eixample, Barcelona"
Housalia Gracia,1.268,8.1,"Gracia, Barcelona"
Modern and bright apartment in Eixample 1-3,1.344,7.0,"Eixample, Barcelona"
Atic Gaudi-Gracia,943.0,8.6,"Gracia, Barcelona"
Camp Nou Stadium,2.046,9.8,"Les Corts, Barcelona"
Lodging Apartments Beach Studio 22,2.869,8.4,"Ciutat Vella, Barcelona"
Click&Flat Fontanella,1.114,7.4,"Eixample, Barcelona"
Casa a pasos de Las Ramblas,2.39,9.0,"Sants-Montjuïc, Barcelona"
Ola Living Boqueria,1.659,8.6,"Ciutat Vella, Barcelona"
Sharing flats in gotico,1.197,8.0,"Ciutat Vella, Barcelona"
Perfect Place For Couples In Barceloneta,1.283,,"Ciutat Vella, Barcelona"
Amazing city viewsterrace -Gràcia -Parc Güell,1.82,7.6,"Gracia, Barcelona"
Penthouse with terrace in Rambla Catalunya -Centre,1.943,7.1,"Eixample, Barcelona"
Sant Antoni 4 · Downtown Barcelona. Modern,1.73,7.8,"Ciutat Vella, Barcelona"
4bedroom apart with balcony in Las Ramblas 1 1,2.956,7.3,"Ciutat Vella, Barcelona"
Cozy Apartment with Ensuite 11,1.476,,"Eixample, Barcelona"
Flat Vila Olimpica Pere IV/Apartment,1.245,6.6,"Sant Martí, Barcelona"
Bright and modern 3BD in Eixample,2.47,8.8,"Eixample, Barcelona"
Paseo de Gracia modern 4BD with Terrace,3.212,9.5,"Eixample, Barcelona"
Cozy and bright 3BD apartment by Gran Via,2.095,8.8,"Eixample, Barcelona"
Atic Barcelona,3.419,8.0,"Eixample, Barcelona"
Amra Barcelona Gran Via,2.079,8.5,"Eixample, Barcelona"
Private terrace Attico 3BD in Gran de Gracia,2.384,9.3,"Gracia, Barcelona"
SoLyLuNa,995.0,5.0,"Sants-Montjuïc, Barcelona"
Lodging Apartments Beach Studio 11,2.869,8.4,"Ciutat Vella, Barcelona"
Hotel Yacht Sherte,770.0,6.0,Barcelona
Casa Cosi Sant Antoni,1.568,8.3,"Eixample, Barcelona"
Winahost Barcelona Provenza,1.364,,"Eixample, Barcelona"
chicStays Apartment Ciutadella Park,1.703,8.4,"Sant Martí, Barcelona"
Sunny 3BD apartment in Poblenou next to the beach,1.88,7.6,"Sant Martí, Barcelona"
Amazing 5 bd 5 bathroom next to Plaza Catalunya,6.537,8.0,"Eixample, Barcelona"
Lodging Apartments Barceloneta Mar,2.689,7.5,"Ciutat Vella, Barcelona"
Paseo de Gracia Catalan 4BD with private Terrace,4.129,7.2,"Eixample, Barcelona"
Central Station Hostel Barcelona,2.17,3.3,"Ciutat Vella, Barcelona"
EL BORN - Ciutat Vella - Port 5 pax 2 bedrooms,2.568,9.9,"Ciutat Vella, Barcelona"
Lodging Apartments Illa Diagonal,2.959,7.7,"Les Corts, Barcelona"
Moderno y auténtico en el corazón de Poble Sec,990.0,,"Sants-Montjuïc, Barcelona"
Enjoy Apartments La Riera Principal,2.223,9.0,"Gracia, Barcelona"
Classic Boat,1.543,8.3,Barcelona
Ramblas Apartment 5,1.68,9.0,"Ciutat Vella, Barcelona"
Fridays Flats Charming Apartment In Clot,2.684,8.7,"Sant Martí, Barcelona"
Ronda Sant Pere Private City Center 3Bedroom Suite C,2.343,7.0,"Eixample, Barcelona"
Lodging Apartments Beach Studio P1,2.869,7.8,"Ciutat Vella, Barcelona"
Well located apartment city center,1.074,5.0,"Ciutat Vella, Barcelona"
Click&Flat Floridablanca,1.464,8.0,"Eixample, Barcelona"
Barnapartments Rambla Cataluña,1.641,8.0,"Eixample, Barcelona"
Modernist Family Barcelona apartment,4.721,9.1,"Eixample, Barcelona"
Lodging Apartments Beach Studio 41,2.869,8.5,"Ciutat Vella, Barcelona"
DIAGONAL/PASEO DE GRACIA 4 PAX,1.641,8.2,"Eixample, Barcelona"
Historic Catalan 4BD apartment in Gran Vía,2.939,8.8,"Eixample, Barcelona"
Gran Via modern and bright 3BD with terrace,2.029,,"Eixample, Barcelona"
Comfy 4BD-2BTH with terrace in Plaza España,2.283,7.0,"Eixample, Barcelona"
Habitación Santa Anna,1.286,,"Ciutat Vella, Barcelona"
Eixample next to Paseo de Gracia modern 3BD,2.169,9.1,"Eixample, Barcelona"
Hostal MiMi Las Ramblas,1.267,5.3,"Ciutat Vella, Barcelona"
Kronos on the Beach suite 1,4.082,9.3,"Ciutat Vella, Barcelona"
Kronos on the Beach suite 3,4.439,9.4,"Ciutat Vella, Barcelona"
Glam Penthouse Barcelona,2.925,8.0,"Eixample, Barcelona"
Kronos on the beach Suite 4,4.482,8.5,"Ciutat Vella, Barcelona"
Sagrada Familia III by Enjoy Apartments,1.588,7.5,"Eixample, Barcelona"
3BD in Poblenou next to the beach,1.918,4.0,"Sant Martí, Barcelona"
Lodging Apartments Beach Apartment Villa Olimpica,3.951,8.4,"Sant Martí, Barcelona"
Casa Batlló - Luxury Historic 4BD 4BTH for 9 guests,5.979,8.1,"Eixample, Barcelona"
Elegant 4 bedrooms 3 bathrooms Catalan home,2.671,6.8,"Eixample, Barcelona"
Enjoy Apartments VP Camp Nou,1.172,6.8,"Sants-Montjuïc, Barcelona"
Lodging Apartments Barceloneta Beach Studio P2,2.869,8.3,"Ciutat Vella, Barcelona"
Paseo de Gracia Modern and cozy 3BD - 2BTh,2.416,9.0,"Gracia, Barcelona"
My Space Barcelona Executive Apartments Center,2.962,5.2,"Sarrià-Sant Gervasi, Barcelona"
catapor habitaciones para familias,1.963,9.3,"Ciutat Vella, Barcelona"
Enjoy Apartments Donna,1.687,8.3,"Eixample, Barcelona"
Amazing flat in classic boat- Barcelona,1.067,10.0,Barcelona
Kronos on the Beach Attic Suite,4.281,9.7,"Ciutat Vella, Barcelona"
Lodging Apartments Liceu 11,3.189,8.1,"Ciutat Vella, Barcelona"
Eixample 4BD 2BTh with private Terrace,2.415,9.2,"Eixample, Barcelona"
Apartment Barcelona Rentals - Sarria Apartments Near Center,3.267,5.5,"Sarrià-Sant Gervasi, Barcelona"
Huge duplex with private garden next to Las Ramblas,5.381,7.0,"Ciutat Vella, Barcelona"
Best House Best Place,7.111,9.5,"Ciutat Vella, Barcelona"
My Space Emirates - Executive Apartments with Private Balcony,2.962,5.3,"Sarrià-Sant Gervasi, Barcelona"
Apartment Barcelona Rentals - Park Güell Apartments,3.683,5.6,"Sarrià-Sant Gervasi, Barcelona"
My Space Barcelona Penthouse Terrace,3.258,4.8,"Sarrià-Sant Gervasi, Barcelona"
Modern and bright 4BD triplex in Paralel!,3.38,5.0,"Sants-Montjuïc, Barcelona"
My Space Barcelona Bonanova Center,3.477,5.5,"Sarrià-Sant Gervasi, Barcelona"
Kronos on the beach Suite 2,4.082,8.7,"Ciutat Vella, Barcelona"
Eixample 3BD Apartment with Private Terrace,3.072,9.8,"Eixample, Barcelona"
Ramblas Apartments BCN,1.705,9.7,"Ciutat Vella, Barcelona"
Spacious Elegant on Avenue Diagonal By MyRentalHost,4.05,9.6,"Sarrià-Sant Gervasi, Barcelona"
Apartment Barcelona Rentals - Penthouse with Terrace,3.756,6.8,"Sarrià-Sant Gervasi, Barcelona"
Apartment Barcelona Rentals - Private Pool and Garden Center,3.945,4.2,"Sarrià-Sant Gervasi, Barcelona"
Apartment Barcelona Rentals - Gracia Pool Apartments Center,3.689,4.9,"Gracia, Barcelona"
My Space Barcelona Pool Garden Apartments,3.873,3.1,"Sarrià-Sant Gervasi, Barcelona"
Apartment Barcelona Rentals - Classic Bonanova Apartment,3.518,3.0,"Sarrià-Sant Gervasi, Barcelona"
My Space Emirates - Park Güell Triplex with Private Terrace,3.726,6.2,"Sarrià-Sant Gervasi, Barcelona"
Lodging Apartments Liceu G2,3.189,8.2,"Ciutat Vella, Barcelona"
2 bedrooms by Sants Market,1.1,,"Sants-Montjuïc, Barcelona"
Amazing 5 bedrooms 5 bathrooms by Plaza Catalunya,5.986,4.6,"Eixample, Barcelona"
My Space Barcelona Park Güell Apartments,3.653,5.7,"Sarrià-Sant Gervasi, Barcelona"
Apartment Barcelona Rentals - Pool Terrace in City Center,4.561,4.7,"Eixample, Barcelona"
Poble Sec - Modern & comfy 3 bedrooms,2.307,7.0,"Sants-Montjuïc, Barcelona"
My Space Barcelona Rambla Catalunya Center,4.548,5.4,"Eixample, Barcelona"
My Space Barcelona - Newly renovated apartment in Gràcia for families and executives,3.713,4.8,"Gracia, Barcelona"
ENRIQUE GRANADOS,1.502,7.5,"Eixample, Barcelona"
My Space Barcelona Gracia Pool Terrace,3.344,4.6,"Gracia, Barcelona"
Spacious Stylish 4-bedroom Modernist Apartment,7.037,10.0,"Eixample, Barcelona"
My Space Barcelona Charming Apartment in the Heart of Gracia,2.91,7.4,"Gracia, Barcelona"
My Space Emirates - Spacious Apartments near the City Center,3.309,4.1,"Sarrià-Sant Gervasi, Barcelona"
"Close beach , Sagrada & city center",47.696,9.7,"Sant Martí, Barcelona"
Rooftop Penthouse Double Terrace,2.556,,"Sants-Montjuïc, Barcelona"
My Space Emirates - Splendid Apartment with Terrace and Pool near Park Güell,3.873,1.0,"Sarrià-Sant Gervasi, Barcelona"
Apartment Barcelona Rentals - Swimming Pool with Terrace,3.903,5.2,"Sarrià-Sant Gervasi, Barcelona"
My Space Emirates - Modern Duplex with Private Garden and Swimming Pool,3.907,2.2,"Sarrià-Sant Gervasi, Barcelona"
Paseo de Gracia sunny 2BR penthouse,2.031,1.0,"Eixample, Barcelona"
Comfortable and huge 4BD - 2BTH Rambla Catalunya,2.872,3.0,"Eixample, Barcelona"
Enjoy Apartments Urban Retreat Valencia 3,1.273,6.0,"Eixample, Barcelona"
Modern stylish 3 bedroom Arco de Triunfo,2.381,5.5,"Sant Martí, Barcelona"
My Space Barcelona Pool City Center,4.518,3.6,"Eixample, Barcelona"
Boat Barcelona Yacht,1.089,6.5,Barcelona
My Space Emirates - Bright Apartment in Gracia with shared Pool,3.344,4.2,"Gracia, Barcelona"
My Space Emirates - Charming Duplex in Barcelona ideal for Families or Friends,3.653,2.5,"Sarrià-Sant Gervasi, Barcelona"
Yurbban Passage Hotel & Spa,13.563,9.2,"Ciutat Vella, Barcelona"
My Space Barcelona Guell Terrace Center,3.726,5.0,"Sarrià-Sant Gervasi, Barcelona"
My Space Emirates - Apartments in Rambla de Catalunya,4.548,2.8,"Eixample, Barcelona"
Apartment Barcelona Rentals - Rambla de Catalunya Center,4.591,4.2,"Eixample, Barcelona"
My Space Emirates - Fully equipped apartments near the Beach with shared pool,4.518,2.3,"Eixample, Barcelona"
Plaza Urquinaona Central and comfortable 3BD,2.436,3.5,"Eixample, Barcelona"
My Space Barcelona Private Pool Garden,3.907,4.4,"Sarrià-Sant Gervasi, Barcelona"
Barcelona InLoft,8.962,8.7,"Eixample, Barcelona"
Eulalias Lodges Barcelona,1.276,7.4,"Sant Martí, Barcelona"
Clot market,1.062,7.2,"Sant Martí, Barcelona"
Rooms Balmes,582.0,7.5,"Eixample, Barcelona"
Apartments Sata Olimpic Village Area,1.515,8.9,"Sant Martí, Barcelona"
Luxury Modernist Penthouse next Paseo de Gracia,2.046,,"Eixample, Barcelona"
Montaber Apartment - Trafalgar,1.695,8.5,"Eixample, Barcelona"
Romantic 19th century apartment,1.135,7.4,"Ciutat Vella, Barcelona"
Frida by EnjoyApartments,1.45,7.9,"Gracia, Barcelona"
Enjoy Apartments Gran Via,1.564,8.4,"Eixample, Barcelona"
The Lonely Chimney Apartments,1.684,8.6,"Sant Martí, Barcelona"
Montaber Apartment - Bailén,1.871,8.7,"Eixample, Barcelona"
Barnapartments Raval,1.553,7.5,"Ciutat Vella, Barcelona"
Click&Flat Gaudi Dream I,2.035,9.4,"Eixample, Barcelona"
Aribau habitaciones,677.0,7.4,"Eixample, Barcelona"
Apartaments Independencia,2.301,8.2,"Sant Martí, Barcelona"
Apartaments Aragó565,2.301,8.1,"Sant Martí, Barcelona"
Enjoy Apartments La Riera Penthouse,2.473,9.3,"Gracia, Barcelona"
Pensión Arosa,583.0,5.8,"Ciutat Vella, Barcelona"
Enjoy Apartments Montserrat Boutique Apartment in Eixample,1.967,8.6,"Eixample, Barcelona"
Montaber Apartment - Gracia,1.258,8.7,"Gracia, Barcelona"
NEW Renovated COZY APPARTMENT CENTRIC,1.431,8.6,"Sarrià-Sant Gervasi, Barcelona"
Enjoy Apartments Urban Retreat Valencia 2,1.167,5.2,"Eixample, Barcelona"
Charming Parallel,1.932,7.8,"Sants-Montjuïc, Barcelona"
Chic and Modern Apartments in Gracia,1.444,8.4,"Gracia, Barcelona"
Barcelona Central Apartments,1.459,7.1,"Eixample, Barcelona"
Inout,606.0,7.7,"Sarrià-Sant Gervasi, Barcelona"
"Retiro Urbano en Sants, Tu Hogar en Barcelona",1.085,4.0,"Sants-Montjuïc, Barcelona"
R&B MUNTANER,2.514,8.6,"Eixample, Barcelona"
Housalia Guell & Gracia,1.425,8.7,"Gracia, Barcelona"
Habitas Stay Barcelona,2.211,,"Eixample, Barcelona"
Rooms Aribau,662.0,7.3,"Eixample, Barcelona"
Enjoy Apartments Urban Retreat Valencia 1,1.273,5.0,"Eixample, Barcelona"
Ola Living St Antoni,1.605,,"Eixample, Barcelona"
Sagrada Familia IV by Enjoy Apartments,1.587,7.5,"Eixample, Barcelona"
Ola Living Diagonal Apartments,2.845,8.2,"Sarrià-Sant Gervasi, Barcelona"
Factory Apartments Barcelona,2.228,8.7,"Eixample, Barcelona"
Sagrada266 by chicStays,2.582,8.9,"Eixample, Barcelona"
Housalia Guell Gaudi,1.836,9.0,"Horta-Guinardó, Barcelona"
Casa Cosi - Patio 2,1.727,8.6,"Sarrià-Sant Gervasi, Barcelona"
pilar room,518.0,4.2,"Ciutat Vella, Barcelona"
Enjoy Apartments La Riera One,1.81,7.0,"Gracia, Barcelona"
Ola Living Consell De Cent,2.325,8.6,"Eixample, Barcelona"
11JOG1036 - Huge & bright apartment Train Station,2.635,9.1,"Sants-Montjuïc, Barcelona"
The Hipstel Parallel,560.0,7.1,"Sants-Montjuïc, Barcelona"
Ola Living Merce,3.952,8.4,"Ciutat Vella, Barcelona"
Alojamiento Calabria,977.0,7.9,"Eixample, Barcelona"
3057 - AB Sepulveda,1.962,8.7,"Eixample, Barcelona"
Sagrada Familia V by Enjoy Apartments,1.246,6.7,"Eixample, Barcelona"
Maravilloso piso en el corazón de Barcelona,1.68,8.7,"Ciutat Vella, Barcelona"
1215 - Ciutadella Pretty Apartment,2.181,7.4,"Sant Martí, Barcelona"
Alojamiento Nuevo Valenci,1.042,7.8,"Eixample, Barcelona"
Ola Living Vidreria,1.816,7.3,"Ciutat Vella, Barcelona"
Roselló private rooms,670.0,6.9,"Eixample, Barcelona"
Alojamiento Diputacion,1.131,8.4,"Eixample, Barcelona"
Nuevo Aragó Habitaciones,682.0,6.8,"Eixample, Barcelona"
Wonderful boat for families and friends,641.0,8.1,Barcelona
1214 - TWO BEDROOMS CIUTADELLA APARTMENT,2.197,8.0,"Sant Martí, Barcelona"
Casa Cosi - Atico,3.836,9.0,"Eixample, Barcelona"
P2sal1071- Elegant Apartment in Carrer de Salinas,3.318,8.6,"Gracia, Barcelona"
Click&Flat Gaudi Dream II,1.847,10.0,"Eixample, Barcelona"
1213 - Ciutadella Nice Apartment,2.22,7.9,"Sant Martí, Barcelona"
Ola Living Diagonal II Apartments,3.227,8.4,"Sarrià-Sant Gervasi, Barcelona"
Boutique Hotel H10 Catalunya Plaza,2.512,8.6,"Eixample, Barcelona"
Alojamiento Viladomat,1.047,7.4,"Eixample, Barcelona"
Alojamiento Paris,972.0,9.0,"Eixample, Barcelona"
Enjoy Apartments Maria,1.725,7.7,"Eixample, Barcelona"
Olles Apartment,1.593,8.8,"Ciutat Vella, Barcelona"
Ola Living Batlló,2.44,,"Eixample, Barcelona"
