hotel_name,price_euros,rating,neighborhood
Hotel Ronda Lesseps,1586.0,8.6,"Gràcia, Barcelona"
Aparthotel Bcn Montjuic,1781.0,8.4,"Sants-Montjuïc, Barcelona"
Casual Colours Barcelona,1404.0,8.3,"Les Corts, Barcelona"
Cosmo Apartments Rambla Catalunya,5357.0,8.4,"Eixample, Barcelona"
Ramblas Apartments,5944.0,8.7,"Ciutat Vella, Barcelona"
Hostal Las Flores Ramblas,1412.0,8.3,"Ciutat Vella, Barcelona"
Suite Home Sagrada Familia,4040.0,8.6,"Eixample, Barcelona"
Apartments Sixtyfour,3821.0,9.4,"Eixample, Barcelona"
Castro Exclusive Residences Sant Pau,10271.0,7.3,"Horta-Guinardó, Barcelona"
Ola Living Hostal Diagonal,1256.0,7.0,"Sarrià-St. Gervasi, Barcelona"
Hotel Vilamarí,1670.0,8.1,"Eixample, Barcelona"
Occidental Atenea Mar - Adults Only,1771.0,8.2,"Sant Martí, Barcelona"
Hostel Friends Barcelona,990.0,7.3,"Eixample, Barcelona"
The Orbit Apartments,1491.0,9.3,"Sarrià-St. Gervasi, Barcelona"
La França Travellers Adults Only,1508.0,8.3,"Sants-Montjuïc, Barcelona"
Hostal Operaramblas,1585.0,8.8,"Ciutat Vella, Barcelona"
NH Barcelona Les Corts,1543.0,8.4,"Les Corts, Barcelona"
Barcelona Apartment Aramunt,2287.0,7.2,"Eixample, Barcelona"
Hostal Barcelona,961.0,7.2,"Sants-Montjuïc, Barcelona"
Barcelona Apartment Gran de Gràcia,2306.0,8.0,"Gràcia, Barcelona"
You Stylish Beach Apartments,2492.0,7.7,"Sant Martí, Barcelona"
Hostal Benidorm,1327.0,8.2,"Ciutat Vella, Barcelona"
Aspasios Paseo de Gracia Apartments,2106.0,8.6,"Eixample, Barcelona"
Apartments Barcelona & Home Deco Eixample,2472.0,9.2,"Eixample, Barcelona"
Novotel Barcelona City,1798.0,8.2,"Sant Martí, Barcelona"
DreamKeys Barcelona City,2515.0,7.9,"Sarrià-St. Gervasi, Barcelona"
Barcelona Apartment Val,2663.0,8.5,"Eixample, Barcelona"
Àmfores Boutique Guest House,1580.0,8.2,"Ciutat Vella, Barcelona"
Barcelona Beach Breeze,2139.0,9.1,"Sant Martí, Barcelona"
Atenea Rekord Suites,1897.0,8.5,"Sarrià-St. Gervasi, Barcelona"
Aparthotel Atenea Calabria,1845.0,8.1,"Eixample, Barcelona"
Dalia Ramblas,1547.0,8.0,"Ciutat Vella, Barcelona"
"Ferienwohnung für 3 Personen ca 50 qm in Barcelona-Sants-Montjuïc, Costa Brava Costa del Maresme",1653.0,,"Sants-Montjuïc, Barcelona"
Catalonia Born,1928.0,8.7,"Ciutat Vella, Barcelona"
Hotel Suizo,1778.0,8.6,"Ciutat Vella, Barcelona"
Amister Apartments,3359.0,8.8,"Eixample, Barcelona"
Catalonia Gracia,1798.0,8.5,"Eixample, Barcelona"
RIUS - Modern Apartment in Montjuic,1349.0,8.2,"Sants-Montjuïc, Barcelona"
Vincci Mae,3330.0,8.5,"Sarrià-St. Gervasi, Barcelona"
Gracia Apartment,2988.0,10.0,"Sarrià-St. Gervasi, Barcelona"
Luxury Born,1235.0,6.8,"Ciutat Vella, Barcelona"
Ciudad Condal Hostal - Paseo de Gracia,932.0,7.7,"Eixample, Barcelona"
Catalonia Atenas,1548.0,8.3,"Sant Martí, Barcelona"
Hotel Market,2069.0,7.6,"Eixample, Barcelona"
Ola Living Portaferrissa,1835.0,8.4,"Ciutat Vella, Barcelona"
Hotel Barcelona Center,1985.0,8.6,"Eixample, Barcelona"
Hilton Diagonal Mar Barcelona,1633.0,8.0,"Sant Martí, Barcelona"
BcnStop Parc Güell,1669.0,8.5,"Gràcia, Barcelona"
Hotel Casa Teva Barcelona,2210.0,8.8,"Ciutat Vella, Barcelona"
Minutes to the beach and near Convention Centre !,2785.0,8.8,"Sant Martí, Barcelona"
Apartments Sata Sagrada Familia Area,1656.0,8.6,"Gràcia, Barcelona"
Hotel Boutique Mirlo Barcelona,4320.0,9.4,"Sarrià-St. Gervasi, Barcelona"
Vincci Gala,3449.0,8.6,"Eixample, Barcelona"
45 Times Barcelona Hotel,3702.0,8.5,"Eixample, Barcelona"
Aspasios Gracia Apartments,2208.0,8.6,"Gràcia, Barcelona"
Sweett - Avenida Roma,2613.0,8.1,"Eixample, Barcelona"
Monument Hotel,5484.0,9.1,"Eixample, Barcelona"
Apartamentos Barcelona - Iberia,1226.0,9.1,"Sants-Montjuïc, Barcelona"
Ola Living Vidreria,1697.0,7.4,"Ciutat Vella, Barcelona"
Hotel Cortes Rambla,2302.0,8.1,"Ciutat Vella, Barcelona"
Mercer Hotel Barcelona,4465.0,9.2,"Ciutat Vella, Barcelona"
NH Collection Barcelona Constanza,1942.0,8.6,"Les Corts, Barcelona"
Beautiful apartment in Las Ramblas Barcelona 6pax,3154.0,7.7,"Ciutat Vella, Barcelona"
Tendency Apartments 6,2411.0,8.0,"Eixample, Barcelona"
Exe Mitre,1647.0,8.3,"Sarrià-St. Gervasi, Barcelona"
Aparteasy - Deluxe Family Apartments with Pool,2923.0,7.0,"Eixample, Barcelona"
Hotel Derby,1843.0,8.0,"Les Corts, Barcelona"
Som Nit Triomf,1394.0,7.7,"Eixample, Barcelona"
Hotel Casa Bonay,2939.0,9.0,"Eixample, Barcelona"
B-Garden BCN,1733.0,9.1,"Eixample, Barcelona"
Hostal Girona,1602.0,8.8,"Eixample, Barcelona"
1208 - EXCLUSIVE DESIGN APARTMENT,3930.0,8.0,"Eixample, Barcelona"
Inside Barcelona Apartments Princep,2060.0,8.7,"Sants-Montjuïc, Barcelona"
NH Barcelona Stadium,1820.0,8.3,"Les Corts, Barcelona"
"Las Ramblas, comfort in BCN for 8 persons",4261.0,7.8,"Ciutat Vella, Barcelona"
Decô Apartments Barcelona-Born St.,1682.0,8.8,"Ciutat Vella, Barcelona"
Tendency Apartments 7,2726.0,7.6,"Eixample, Barcelona"
Central Apartment,3678.0,8.8,"Ciutat Vella, Barcelona"
Hotel SERHS Del Port,1699.0,8.4,"Ciutat Vella, Barcelona"
Villa Modernista,5091.0,9.6,"Horta-Guinardó, Barcelona"
AC Hotel Sants by Marriott,2113.0,8.3,"Sants-Montjuïc, Barcelona"
P2VIL1042 Modern & Cozy Apartment Poble Sec,1441.0,8.6,"Sants-Montjuïc, Barcelona"
Paral·lel,1879.0,8.3,"Sants-Montjuïc, Barcelona"
Ola Living Born,1778.0,8.1,"Ciutat Vella, Barcelona"
H Regas Adults Only,1407.0,7.3,"Sarrià-St. Gervasi, Barcelona"
Barceló Sants,2005.0,8.7,"Sants-Montjuïc, Barcelona"
Catalonia Rigoletto,1738.0,8.5,"Les Corts, Barcelona"
Catalonia Avinyo,1917.0,8.6,"Ciutat Vella, Barcelona"
Tendency Apartments 5,4010.0,7.9,"Eixample, Barcelona"
Acevi Villarroel,1724.0,8.0,"Eixample, Barcelona"
Hotel Ciutadella Barcelona,2180.0,8.7,"Ciutat Vella, Barcelona"
Barcelonaforrent The Claris Suites,3503.0,6.5,"Eixample, Barcelona"
Barcelonaforrent Tucson Suites,3715.0,7.5,"Eixample, Barcelona"
Central Suites Barcelona,4464.0,8.8,"Eixample, Barcelona"
"Cotton House Hotel, Autograph Collection",6204.0,8.3,"Eixample, Barcelona"
Barcelonaforrent Vila Olimpica Pool Suites,3844.0,8.4,"Sant Martí, Barcelona"
Casa Gracia Apartments,1466.0,8.1,"Gràcia, Barcelona"
360 Hostel Borne,1517.0,8.4,"Eixample, Barcelona"
Barcelonaforrent Alessandra Central Ramblas Apartment,6429.0,9.1,"Ciutat Vella, Barcelona"
NH Barcelona Entenza,1762.0,8.4,"Les Corts, Barcelona"
Citytrip Palau de la Música,1660.0,8.1,"Ciutat Vella, Barcelona"
Sagrada Familia,1534.0,8.4,"Eixample, Barcelona"
BBarcelona Gaudí Flats,1784.0,8.5,"Gràcia, Barcelona"
Tendency Apartments 9,6951.0,8.4,"Eixample, Barcelona"
Penthouse Duplex with Epic Views,8814.0,9.8,"Sant Martí, Barcelona"
Hotel Monegal,1383.0,7.4,"Ciutat Vella, Barcelona"
Primavera Hostel,1246.0,9.1,"Eixample, Barcelona"
Room Mate Pau,2331.0,9.2,"Eixample, Barcelona"
"Hotel Indigo Barcelona Plaza Espana, an IHG Hotel",2681.0,8.8,"Sants-Montjuïc, Barcelona"
Barcelonaforrent The Living Apartment,4363.0,8.0,"Eixample, Barcelona"
BizFlats Eixample Apartments,3678.0,6.0,"Eixample, Barcelona"
Ibis Barcelona Meridiana,1090.0,8.1,"Nou Barris, Barcelona"
Catalonia Eixample 1864,2148.0,8.6,"Eixample, Barcelona"
Hotel Ramblas Internacional,1706.0,7.4,"Ciutat Vella, Barcelona"
Apartments Sata Olimpic Village Area,1957.0,8.9,"Sant Martí, Barcelona"
Allegro Barcelona,1823.0,8.7,"Eixample, Barcelona"
Exe Plaza Catalunya,2398.0,8.4,"Eixample, Barcelona"
Hotel Jazz,2542.0,8.8,"Eixample, Barcelona"
Pestana Arena Barcelona,1825.0,8.5,"Sants-Montjuïc, Barcelona"
Hostal Live Barcelona,1450.0,8.5,"Eixample, Barcelona"
Eurostars Monumental,2013.0,8.5,"Eixample, Barcelona"
BcnStop Sagrada Familia,1559.0,8.2,"Horta-Guinardó, Barcelona"
Catalonia Portal de l'Angel,2462.0,8.8,"Ciutat Vella, Barcelona"
Exe Ramblas Boquería,2147.0,8.2,"Ciutat Vella, Barcelona"
Arc La Rambla,1845.0,8.4,"Ciutat Vella, Barcelona"
Grums Hotel & Spa,2193.0,8.4,"Sants-Montjuïc, Barcelona"
Cosmo Apartments Passeig de Gràcia,2156.0,8.0,"Eixample, Barcelona"
Aparthotel Napols - Abapart,1983.0,8.5,"Eixample, Barcelona"
Aspasios Charming Flats,1581.0,8.6,"Eixample, Barcelona"
Barcelona Princess,1685.0,8.2,"Sant Martí, Barcelona"
Sofitel Barcelona Skipper,2940.0,8.9,"Ciutat Vella, Barcelona"
Sunotel Aston,1505.0,7.5,"Eixample, Barcelona"
Generator Barcelona,1632.0,7.7,"Gràcia, Barcelona"
Aspasios Poble Nou Apartments,1996.0,8.3,"Sant Martí, Barcelona"
NH Sants Barcelona,1964.0,8.6,"Les Corts, Barcelona"
Hotel Nouvel,1973.0,8.0,"Ciutat Vella, Barcelona"
C211 Barcelona Apartments,4168.0,8.8,"Sarrià-St. Gervasi, Barcelona"
"Grand Hotel Central, Small Luxury Hotels",3670.0,8.8,"Ciutat Vella, Barcelona"
Espais Blaus Apartments,1741.0,9.2,"Gràcia, Barcelona"
Hotel Barcelona Catedral,2657.0,8.5,"Ciutat Vella, Barcelona"
NH Barcelona Eixample,2125.0,7.9,"Eixample, Barcelona"
Apartments Barcelona & Home Deco Viladomat,1890.0,8.9,"Eixample, Barcelona"
Hostal Aslyp 114,1468.0,8.9,"Eixample, Barcelona"
Plaza Goya Rooms,1674.0,8.2,"Eixample, Barcelona"
Wilson Boutique Hotel,2004.0,8.5,"Sarrià-St. Gervasi, Barcelona"
"Radisson Blu 1882 Hotel, Barcelona Sagrada Familia",2856.0,8.9,"Gràcia, Barcelona"
Eco Boutique Hostal Grau,1913.0,9.0,"Ciutat Vella, Barcelona"
LeMar by Aspasios,1394.0,8.4,"Eixample, Barcelona"
Blanc Guest House,1333.0,8.6,"Sarrià-St. Gervasi, Barcelona"
Sunotel Central,2191.0,8.0,"Eixample, Barcelona"
Isabella's House,1793.0,8.5,"Sarrià-St. Gervasi, Barcelona"
Catalonia Barcelona Plaza,2688.0,8.7,"Sants-Montjuïc, Barcelona"
Olivia Plaza Hotel,2792.0,9.3,"Ciutat Vella, Barcelona"
Hotel Pulitzer Barcelona,2673.0,8.9,"Eixample, Barcelona"
Boutique Hostemplo Sagrada Familia,1808.0,8.7,"Eixample, Barcelona"
Casa Gracia,1619.0,8.3,"Gràcia, Barcelona"
Catalonia Gran Via BCN,1978.0,8.8,"Eixample, Barcelona"
Sensation Sagrada Familia,2418.0,9.2,"Eixample, Barcelona"
Charmsuites Paralel,2004.0,7.7,"Sants-Montjuïc, Barcelona"
Hotel Balmoral,1996.0,8.4,"Sarrià-St. Gervasi, Barcelona"
Fisa Rentals Ramblas Apartments,2533.0,8.7,"Eixample, Barcelona"
Occidental Diagonal 414,2140.0,8.7,"Eixample, Barcelona"
The Corner Hotel,2381.0,8.8,"Eixample, Barcelona"
Hostal Barcelona Travel,1433.0,7.3,"Eixample, Barcelona"
Barcelona Century Hotel,1738.0,8.4,"Eixample, Barcelona"
Hesperia Barcelona Presidente,1924.0,8.5,"Sarrià-St. Gervasi, Barcelona"
Private rooms,518.0,6.8,"Nou Barris, Barcelona"
Aparthotel Bertrán,1412.0,8.5,"Sarrià-St. Gervasi, Barcelona"
Hostal Marenostrum,1463.0,8.3,"Ciutat Vella, Barcelona"
SANTS STATION PENTHOUSE,1406.0,7.3,"Sants-Montjuïc, Barcelona"
Ola Living Consell De Cent,1625.0,8.6,"Eixample, Barcelona"
May Ramblas Hotel,1668.0,7.4,"Ciutat Vella, Barcelona"
Hotel Villa Emilia,2509.0,8.9,"Eixample, Barcelona"
Ola Living Gracia,1628.0,7.3,"Gràcia, Barcelona"
Aparthotel Augusta,1992.0,8.5,"Sarrià-St. Gervasi, Barcelona"
Grand Hyatt Barcelona,3258.0,8.6,"Les Corts, Barcelona"
Silken Ramblas,2086.0,8.1,"Ciutat Vella, Barcelona"
Aspasios Market Balconies Apartments,1922.0,9.3,"Eixample, Barcelona"
Aspasios City Oasis Apartments,2235.0,8.8,"Eixample, Barcelona"
"SANT ANTONI HOSTAL, Sustainable Tourism",1022.0,7.1,"Eixample, Barcelona"
Cosmo Apartments Consell de Cent - Plaza Universitat,2338.0,8.4,"Eixample, Barcelona"
Abba Garden,1336.0,8.4,Barcelona
Petit Palace Museum,2160.0,8.3,"Eixample, Barcelona"
The Corner Apartments by Aspasios,3075.0,9.0,"Eixample, Barcelona"
Chic & Basic Velvet,1917.0,8.2,"Eixample, Barcelona"
H10 Urquinaona Plaza,2282.0,8.7,"Eixample, Barcelona"
Aspasios Catedral Apartments,2148.0,8.5,"Ciutat Vella, Barcelona"
Barceló Raval,2410.0,8.3,"Ciutat Vella, Barcelona"
Four Points by Sheraton Barcelona Diagonal,1848.0,8.9,"Sant Martí, Barcelona"
Ola Living Calabria,2305.0,8.2,"Eixample, Barcelona"
Aspasios Urquinaona Apartments,2402.0,8.2,"Eixample, Barcelona"
Hostal Drassanes,847.0,6.9,"Ciutat Vella, Barcelona"
Pierre & Vacances Barcelona Sants,1391.0,8.5,"Sants-Montjuïc, Barcelona"
Hotel Glòries,1775.0,7.9,"Eixample, Barcelona"
Sunotel Club Central,2013.0,8.0,"Eixample, Barcelona"
Molino Fresh,2104.0,7.3,"Sants-Montjuïc, Barcelona"
Hotel Constanza,1716.0,8.6,"Eixample, Barcelona"
Sagrada Familia,1722.0,8.5,"Sant Martí, Barcelona"
Fuster Apartments by Aspasios,2327.0,9.4,"Eixample, Barcelona"
Aspasios Rambla Catalunya Apartments,2582.0,8.7,"Eixample, Barcelona"
BCN Urbaness Hotels Bonavista,1724.0,7.8,"Gràcia, Barcelona"
Guitart Grand Passage,1971.0,7.8,"Eixample, Barcelona"
Stay Barcelona Vila de Gracia,1357.0,6.2,"Gràcia, Barcelona"
Eurohotel Diagonal Port,1708.0,8.1,"Sant Martí, Barcelona"
Room Mate Anna,2283.0,8.7,"Eixample, Barcelona"
AinB Sagrada Familia Apartments,2205.0,8.3,"Eixample, Barcelona"
Cosmo Apartments Marina – Auditori,2067.0,8.1,"Eixample, Barcelona"
Hola Hostal Eixample,1452.0,8.1,"Eixample, Barcelona"
Praktik Bakery,1996.0,8.6,"Eixample, Barcelona"
31PAR1008 - Mediterranean style apartment,1314.0,7.8,"Sants-Montjuïc, Barcelona"
Musik Boutique Hotel,2230.0,9.1,"Ciutat Vella, Barcelona"
Poble Nou I You Stylish Apartments,2672.0,8.2,"Sant Martí, Barcelona"
Catalonia Passeig de Gràcia 4* Sup,2758.0,9.1,"Eixample, Barcelona"
Bcn - Poble Nou,1235.0,7.1,"Sant Martí, Barcelona"
51PAR1011 Nice apartment in Parallel,1314.0,8.2,"Sants-Montjuïc, Barcelona"
Catalonia Port,2303.0,8.8,"Ciutat Vella, Barcelona"
Cosmopolitan Boutique Rambla,2078.0,8.5,"Eixample, Barcelona"
"Hotel Balmes, a member of Preferred Hotels & Resorts",2239.0,8.4,"Eixample, Barcelona"
Hotel Oasis,2197.0,8.5,"Ciutat Vella, Barcelona"
Pol & Grace Hotel,1938.0,8.2,"Sarrià-St. Gervasi, Barcelona"
Catalonia Plaza Catalunya,2628.0,8.6,"Eixample, Barcelona"
BCN Apartments 41,3719.0,9.2,"Eixample, Barcelona"
Filmoteca Sarria 1- wifi quiet bright comfi,1661.0,7.8,"Eixample, Barcelona"
YOUTH HOSTEL - Central and Basic Drassanes,870.0,7.9,"Ciutat Vella, Barcelona"
H10 Universitat,2585.0,9.1,"Eixample, Barcelona"
Arrivo Apartments,2526.0,8.8,"Eixample, Barcelona"
Praktik Garden,1807.0,8.2,"Eixample, Barcelona"
Hotel Casa Sagnier,3636.0,9.2,"Eixample, Barcelona"
Ikonik Ramblas,2057.0,8.2,"Ciutat Vella, Barcelona"
Hotel Barcelona Universal,2635.0,8.3,"Ciutat Vella, Barcelona"
BBarcelona Clot Apartments,1857.0,7.7,"Sant Martí, Barcelona"
Hotel SERHS Rivoli Rambla,1956.0,8.4,"Ciutat Vella, Barcelona"
Inside Barcelona Apartments Salva,2288.0,8.5,"Sants-Montjuïc, Barcelona"
AB Paral·lel Spacious Apartments,2742.0,8.0,"Sants-Montjuïc, Barcelona"
