hotel_name,price_euros,rating,neighborhood
Alsina · Historical center - Barrio Gótico,,8.3,"Ciutat Vella, Barcelona"
BruStar Gotic-Centric,,7.5,"Eixample, Barcelona"
Apartamento Rosellón,,9.4,"Sant Martí, Barcelona"
Ola Living Gracia,,7.3,"Gràcia, Barcelona"
Palau de la Musica Apartments,,8.3,"Ciutat Vella, Barcelona"
Housalia Sagrada Familia Views,,9.0,"Eixample, Barcelona"
Modern pad in a great old barrio,,8.7,"Sant Martí, Barcelona"
Click&Flat Luxury Sant Joan,,9.0,"Eixample, Barcelona"
"Ally's Bed&Breakfast,",,8.1,"Eixample, Barcelona"
Ola Living Music,,8.4,"Ciutat Vella, Barcelona"
Plaza Universitat,,8.1,"Eixample, Barcelona"
Dudu life,,9.3,"Eixample, Barcelona"
Housalia Sagrada Familia,,7.8,"Eixample, Barcelona"
Close to Passeig de Gracia,,7.2,"Eixample, Barcelona"
Leonardo Boutique Hotel Barcelona Sagrada Familia,,8.7,"Sant Martí, Barcelona"
Click&Flat Luxury mistral,,9.4,"Eixample, Barcelona"
Click&Flat Xoriguer,,8.7,"Sants-Montjuïc, Barcelona"
Housalia Gracia 2,,8.6,"Gràcia, Barcelona"
Ola Living Calabria,,8.2,"Eixample, Barcelona"
Catalunya,,8.2,"Ciutat Vella, Barcelona"
1213 - Ciutadella Nice Apartment,,7.9,"Sant Martí, Barcelona"
Hostal Centric,,8.9,"Eixample, Barcelona"
Fridays Flats Casa Aquamarine,,8.0,"Sant Martí, Barcelona"
Room Guell,392.0,,"Gràcia, Barcelona"
Casa Cosi - Casanova 2,,8.5,"Eixample, Barcelona"
Cozy Apartment Near The Beach,,8.8,"Sant Martí, Barcelona"
Ola Living Paseo de Gracia,,8.7,"Eixample, Barcelona"
Plaza Goya Rooms,,8.2,"Eixample, Barcelona"
Click&Flat Gaudi Dream I,,9.4,"Eixample, Barcelona"
Casa Cosi - Mallorca 3,,9.0,"Eixample, Barcelona"
PobleNou Beach Centre,,9.1,"Sant Martí, Barcelona"
Casa Cosi - La Gleva 3,,9.5,"Sarrià-St. Gervasi, Barcelona"
Casa Cosi - Industria,,8.6,"Gràcia, Barcelona"
Casa Cosi - Francoli 1,,9.0,"Sarrià-St. Gervasi, Barcelona"
Casa Cosi - El Farro 1,,9.3,"Sarrià-St. Gervasi, Barcelona"
Casa Cosi - Terrace 1,,9.0,"Eixample, Barcelona"
Apartments Sata Park Guell Area,,8.9,"Sarrià-St. Gervasi, Barcelona"
Casa Cosi - Eixample 5,,8.6,"Eixample, Barcelona"
Casa Cosi - Sant Gervasi 1,,8.9,"Sarrià-St. Gervasi, Barcelona"
BUHO Boutique Rooms,,8.3,"Eixample, Barcelona"
Housalia Corsega - Apartment 3 bedrooms next to Sagrada Familia,,8.3,"Eixample, Barcelona"
1324 - OLYMPIC DELUXE,,7.3,"Sant Martí, Barcelona"
Aparthotel Rambla108,,8.6,"Ciutat Vella, Barcelona"
Casa Cosi Mallorca I,,9.3,"Eixample, Barcelona"
Casa Cosi - Casanova 6,,8.7,"Eixample, Barcelona"
Casa Cosi Letamendi,,8.7,"Eixample, Barcelona"
Fridays Flats Casa Lavander,,7.3,"Sants-Montjuïc, Barcelona"
Nice apartment in Barcelona,793.0,,"Horta-Guinardó, Barcelona"
Josep Tarradellas 80,746.0,9.6,"Eixample, Barcelona"
Casa Cosi - Eixample 2,,9.1,"Eixample, Barcelona"
Casa Cosi - Casanova 3,,9.2,"Eixample, Barcelona"
Casa Cosi - Mallorca 2,,7.9,"Eixample, Barcelona"
Filmoteca Sarria 1- wifi quiet bright comfi,,7.8,"Eixample, Barcelona"
Casa Cosi - Casanova 1,,8.8,"Eixample, Barcelona"
Poblenou renovated 3BD next to the beach,,8.7,"Sant Martí, Barcelona"
Casa Cosi - El Farro 3,,8.4,"Sarrià-St. Gervasi, Barcelona"
Housalia Ondina Suites Sagrada Familia,,8.6,"Eixample, Barcelona"
Terrace Duplex at SAGRADA FAMILIA-GRACIA,,9.6,"Gràcia, Barcelona"
La Casa de Antonio Boutique Rooms,,8.2,"Eixample, Barcelona"
Casa Cosi - Casanova 4,,9.4,"Eixample, Barcelona"
Barcelona City Hotel,,7.4,"Eixample, Barcelona"
Casa Cosi - Gotico,,8.1,"Ciutat Vella, Barcelona"
Casa Cosi - La Gleva 4,,9.0,"Sarrià-St. Gervasi, Barcelona"
Casa Cosi - Casanova 5,,8.8,"Eixample, Barcelona"
Casa PILAR Central By MyRentalHost,,8.2,"Eixample, Barcelona"
Pensión Coral,,7.8,"Ciutat Vella, Barcelona"
Barcelona City North Hostal,,7.2,"Sarrià-St. Gervasi, Barcelona"
Casa Cosi - Casanova 7,,8.8,"Eixample, Barcelona"
Flat San Antoni Villaroel/Apartment,,8.5,"Eixample, Barcelona"
Casa Cosi - Francoli 4,,7.6,"Sarrià-St. Gervasi, Barcelona"
Casa Cosi - Putxet 1,,9.1,"Sarrià-St. Gervasi, Barcelona"
1881 Barcelona Gran Rosellon Hotel,,8.0,"Eixample, Barcelona"
Barcelona City Street,,7.2,"Sarrià-St. Gervasi, Barcelona"
Four Petals Barcelona Boutique Apartments,,8.4,"Ciutat Vella, Barcelona"
Housalia Casa del Mar en Vila Olímpica,,9.0,"Sant Martí, Barcelona"
Housalia Lepant 3 bedroom apartment 300 meters de Sagrada Familia,,8.1,"Eixample, Barcelona"
1410 - Mediterranean Forum Apartment,,8.4,"Sant Martí, Barcelona"
Casa Cosi - Eixample 1,,6.6,"Eixample, Barcelona"
Sarriá - Sant Gervasi,,9.0,"Sarrià-St. Gervasi, Barcelona"
Casa Cosi - Eixample 3,,8.4,"Eixample, Barcelona"
1216 - Forum Gardens Apartment,,8.0,"Sant Martí, Barcelona"
Paseo St Joan classic 4BD for 10 guests,,7.4,"Eixample, Barcelona"
Canela Homes BARCELONA FONTANA,,8.3,"Gràcia, Barcelona"
Barcelona City Centre Hostal,,7.6,"Eixample, Barcelona"
Casa Cosi - Terrace 2,,7.5,"Eixample, Barcelona"
Luxury Born,,6.8,"Ciutat Vella, Barcelona"
Sunny Apt Barcelona 22@,,9.3,"Sant Martí, Barcelona"
ChicStays Apartment Vila Olímpica,,8.5,"Sant Martí, Barcelona"
Cosmo Suite Penthouse,,,"Sants-Montjuïc, Barcelona"
Gracia 1872,,9.3,"Gràcia, Barcelona"
Casa Cosi Sant Antoni,,8.3,"Eixample, Barcelona"
Comfortable 3BD in Poblenou next to the beach!,,7.8,"Sant Martí, Barcelona"
Chic 3br Retreat With Private Terrace,,7.5,"Eixample, Barcelona"
Montaber Apartment - Trafalgar,,8.5,"Eixample, Barcelona"
1201 - Encantador Apartamento en Poble Nou,,8.7,"Sant Martí, Barcelona"
Sant Antoni 3 - Downtown Barcelona. Modern,,6.2,"Ciutat Vella, Barcelona"
DIAGONAL/PASEO DE GRACIA 4 PAX,,8.2,"Eixample, Barcelona"
Bcn - Eixample 2B · Barcelona - Eixample 2B,,6.9,"Eixample, Barcelona"
Enjoy Apartments La Riera Principal,,9.0,"Gràcia, Barcelona"
Dana - Enjoy Apartments Rocafort,,10.0,"Eixample, Barcelona"
Click&Flat Fontanella,,7.4,"Eixample, Barcelona"
Montaber Apartment - Bailén,,8.7,"Eixample, Barcelona"
Sagrada Familia III by Enjoy Apartments,,7.5,"Eixample, Barcelona"
Cozy Apt in Residential Center by Maison Piñata,,9.0,"Gràcia, Barcelona"
Renovated 4BD in Sagrada Familia!,,8.6,"Gràcia, Barcelona"
Nordic apartment Sagrada Familia,,8.0,"Sant Martí, Barcelona"
Perfect Place For Couples In Barceloneta,,,"Ciutat Vella, Barcelona"
Barnapartments Rambla Cataluña,,8.0,"Eixample, Barcelona"
Penthouse with terrace in Rambla Catalunya -Centre,,7.1,"Eixample, Barcelona"
chicStays Apartment Ciutadella Park,,8.4,"Sant Martí, Barcelona"
Barcelona Family Beach,,9.1,"Sant Martí, Barcelona"
Enjoy Apartments Donna,,8.3,"Eixample, Barcelona"
Moderno y auténtico en el corazón de Poble Sec,990.0,,"Sants-Montjuïc, Barcelona"
Housalia Gracia,,8.1,"Gràcia, Barcelona"
Atic Gaudi-Gracia,943.0,8.6,"Gràcia, Barcelona"
Mejor Apartamento en Plaza España con Parking Gratuito,,9.0,"Sants-Montjuïc, Barcelona"
Bcn - Poble Nou,,7.1,"Sant Martí, Barcelona"
ENRIQUE GRANADOS,,7.5,"Eixample, Barcelona"
Housalia Familia Rossellon,,7.4,"Eixample, Barcelona"
Cozy Apartment with Ensuite 11,,,"Eixample, Barcelona"
Camp Nou Stadium,,9.8,"Les Corts, Barcelona"
Suite Miro Eixample Barcelona,,8.8,"Eixample, Barcelona"
Atic Barcelona,,8.0,"Eixample, Barcelona"
Casa a pasos de Las Ramblas,,9.0,"Sants-Montjuïc, Barcelona"
Lodging Apartments Beach Studio 22,,8.4,"Ciutat Vella, Barcelona"
4bedroom apart with balcony in Las Ramblas 1 1,,7.3,"Ciutat Vella, Barcelona"
Letsgo Camp Nou Apartment,,7.4,"Les Corts, Barcelona"
Lodging Apartments Beach Studio 11,,8.4,"Ciutat Vella, Barcelona"
Sharing flats in gotico,,8.0,"Ciutat Vella, Barcelona"
Modern and bright apartment in Eixample 1-2,,8.4,"Eixample, Barcelona"
Apartamento Sant Gervasi,,7.9,"Sarrià-St. Gervasi, Barcelona"
Sant Antoni 4 · Downtown Barcelona. Modern,,7.8,"Ciutat Vella, Barcelona"
Luxury Modernist Penthouse next Paseo de Gracia,,,"Eixample, Barcelona"
Modern and bright apartment in Eixample 1-3,,7.0,"Eixample, Barcelona"
Amazing city viewsterrace -Gràcia -Parc Güell,,7.6,"Gràcia, Barcelona"
EL BORN - Ciutat Vella - Port 5 pax 2 bedrooms,,9.9,"Ciutat Vella, Barcelona"
Paseo de Gracia modern 4BD with Terrace,,9.5,"Eixample, Barcelona"
Winahost Barcelona Provenza,,,"Eixample, Barcelona"
Amazing 5 bd 5 bathroom next to Plaza Catalunya,,8.0,"Eixample, Barcelona"
Cozy and bright 3BD apartment by Gran Via,,8.8,"Eixample, Barcelona"
Bright and modern 3BD in Eixample,,8.8,"Eixample, Barcelona"
The Lonely Chimney Apartments,,8.6,"Sant Martí, Barcelona"
Lodging Apartments Barceloneta Mar,,7.5,"Ciutat Vella, Barcelona"
Enjoy Apartments Urban Retreat Valencia 3,,6.0,"Eixample, Barcelona"
Enjoy Apartments La Riera Penthouse,,9.3,"Gràcia, Barcelona"
Hotel Yacht Sherte,770.0,6.0,Barcelona
Private terrace Attico 3BD in Gran de Gracia,,9.3,"Gràcia, Barcelona"
Flat Vila Olimpica Pere IV/Apartment,,6.6,"Sant Martí, Barcelona"
SoLyLuNa,995.0,5.0,"Sants-Montjuïc, Barcelona"
Ramblas Apartment 5,,9.0,"Ciutat Vella, Barcelona"
Paseo de Gracia Catalan 4BD with private Terrace,,7.2,"Eixample, Barcelona"
Kronos on the Beach suite 1,,9.3,"Ciutat Vella, Barcelona"
Urban Flats Vallirana,,8.5,"Sarrià-St. Gervasi, Barcelona"
Modernist Family Barcelona apartment,,9.1,"Eixample, Barcelona"
Ronda Sant Pere Private City Center 3Bedroom Suite C,,7.0,"Eixample, Barcelona"
Habitación Santa Anna,,10.0,"Ciutat Vella, Barcelona"
Lodging Apartments Beach Studio P1,,7.8,"Ciutat Vella, Barcelona"
Sunny 3BD apartment in Poblenou next to the beach,,7.6,"Sant Martí, Barcelona"
Historic Catalan 4BD apartment in Gran Vía,,8.8,"Eixample, Barcelona"
Lodging Apartments Illa Diagonal,,7.7,"Les Corts, Barcelona"
Gran Via modern and bright 3BD with terrace,,,"Eixample, Barcelona"
Classic Boat,,8.3,Barcelona
Kronos on the Beach suite 3,,9.4,"Ciutat Vella, Barcelona"
Kronos on the beach Suite 4,,8.5,"Ciutat Vella, Barcelona"
Central Station Hostel Barcelona,,3.3,"Ciutat Vella, Barcelona"
Glam Penthouse Barcelona,,8.0,"Eixample, Barcelona"
Fridays Flats Charming Apartment In Clot,,8.7,"Sant Martí, Barcelona"
Kronos on the Beach Attic Suite,,9.7,"Ciutat Vella, Barcelona"
Lodging Apartments Beach Studio 41,,8.5,"Ciutat Vella, Barcelona"
Habitas Stay Barcelona,,,"Eixample, Barcelona"
Eixample next to Paseo de Gracia modern 3BD,,9.1,"Eixample, Barcelona"
Enjoy Apartments Gran Via,,8.4,"Eixample, Barcelona"
Rooms Balmes,582.0,7.5,"Eixample, Barcelona"
Casa Batlló - Luxury Historic 4BD 4BTH for 9 guests,,8.1,"Eixample, Barcelona"
Hostal MiMi Las Ramblas,,5.3,"Ciutat Vella, Barcelona"
2 bedrooms by Sants Market,,,"Sants-Montjuïc, Barcelona"
Eulalias Lodges Barcelona,,7.4,"Sant Martí, Barcelona"
catapor habitaciones para familias,,9.3,"Ciutat Vella, Barcelona"
Comfy 4BD-2BTH with terrace in Plaza España,,7.0,"Eixample, Barcelona"
Paseo de Gracia Modern and cozy 3BD - 2BTh,,9.0,"Gràcia, Barcelona"
Lodging Apartments Beach Apartment Villa Olimpica,,8.4,"Sant Martí, Barcelona"
Best House Best Place,,9.5,"Ciutat Vella, Barcelona"
Frida by EnjoyApartments,,7.9,"Gràcia, Barcelona"
Lodging Apartments Barceloneta Beach Studio P2,,8.3,"Ciutat Vella, Barcelona"
Elegant 4 bedrooms 3 bathrooms Catalan home,,6.8,"Eixample, Barcelona"
Barnapartments Raval,,7.5,"Ciutat Vella, Barcelona"
Well located apartment city center,,5.0,"Ciutat Vella, Barcelona"
Lodging Apartments Liceu 11,,8.1,"Ciutat Vella, Barcelona"
Enjoy Apartments Montserrat Boutique Apartment in Eixample,,8.6,"Eixample, Barcelona"
Kronos on the beach Suite 2,,8.7,"Ciutat Vella, Barcelona"
Amazing flat in classic boat- Barcelona,,10.0,Barcelona
Eixample 4BD 2BTh with private Terrace,,9.2,"Eixample, Barcelona"
Huge duplex with private garden next to Las Ramblas,,7.0,"Ciutat Vella, Barcelona"
Click&Flat Floridablanca,,8.0,"Eixample, Barcelona"
Ramblas Apartments BCN,,9.7,"Ciutat Vella, Barcelona"
3BD in Poblenou next to the beach,,4.0,"Sant Martí, Barcelona"
Eixample 3BD Apartment with Private Terrace,,9.8,"Eixample, Barcelona"
My Space Barcelona Executive Apartments Center,,5.2,"Sarrià-St. Gervasi, Barcelona"
Yurbban Passage Hotel & Spa,,9.2,"Ciutat Vella, Barcelona"
My Space Emirates - Executive Apartments with Private Balcony,,5.3,"Sarrià-St. Gervasi, Barcelona"
Spacious Elegant on Avenue Diagonal By MyRentalHost,,9.6,"Sarrià-St. Gervasi, Barcelona"
Apartment Barcelona Rentals - Sarria Apartments Near Center,,5.5,"Sarrià-St. Gervasi, Barcelona"
Modern and bright 4BD triplex in Paralel!,,5.0,"Sants-Montjuïc, Barcelona"
Rooftop Penthouse Double Terrace,,,"Sants-Montjuïc, Barcelona"
Spacious Stylish 4-bedroom Modernist Apartment,,10.0,"Eixample, Barcelona"
Apartment Barcelona Rentals - Park Güell Apartments,,5.6,"Sarrià-St. Gervasi, Barcelona"
Factory Apartments Barcelona,,8.7,"Eixample, Barcelona"
My Space Barcelona Bonanova Center,,5.5,"Sarrià-St. Gervasi, Barcelona"
Amazing 5 bedrooms 5 bathrooms by Plaza Catalunya,,4.6,"Eixample, Barcelona"
Apartment Barcelona Rentals - Penthouse with Terrace,,6.8,"Sarrià-St. Gervasi, Barcelona"
"Close beach , Sagrada & city center",,9.7,"Sant Martí, Barcelona"
My Space Barcelona Penthouse Terrace,,4.8,"Sarrià-St. Gervasi, Barcelona"
Poble Sec - Modern & comfy 3 bedrooms,,7.0,"Sants-Montjuïc, Barcelona"
Apartment Barcelona Rentals - Gracia Pool Apartments Center,,4.9,"Gràcia, Barcelona"
Apartment Barcelona Rentals - Pool Terrace in City Center,,4.7,"Eixample, Barcelona"
My Space Barcelona Rambla Catalunya Center,,5.4,"Eixample, Barcelona"
Apartment Barcelona Rentals - Private Pool and Garden Center,,4.2,"Sarrià-St. Gervasi, Barcelona"
My Space Barcelona Charming Apartment in the Heart of Gracia,,7.4,"Gràcia, Barcelona"
My Space Emirates - Park Güell Triplex with Private Terrace,,6.2,"Sarrià-St. Gervasi, Barcelona"
Apartment Barcelona Rentals - Classic Bonanova Apartment,,3.0,"Sarrià-St. Gervasi, Barcelona"
My Space Barcelona Gracia Pool Terrace,,4.6,"Gràcia, Barcelona"
My Space Barcelona Park Güell Apartments,,5.7,"Sarrià-St. Gervasi, Barcelona"
My Space Barcelona Pool Garden Apartments,,3.1,"Sarrià-St. Gervasi, Barcelona"
My Space Emirates - Spacious Apartments near the City Center,,4.1,"Sarrià-St. Gervasi, Barcelona"
My Space Barcelona - Newly renovated apartment in Gràcia for families and executives,,4.8,"Gràcia, Barcelona"
Modern stylish 3 bedroom Arco de Triunfo,,5.5,"Sant Martí, Barcelona"
Comfortable and huge 4BD - 2BTH Rambla Catalunya,,3.0,"Eixample, Barcelona"
Clot market,,7.2,"Sant Martí, Barcelona"
Charming Parallel,,7.8,"Sants-Montjuïc, Barcelona"
My Space Emirates - Splendid Apartment with Terrace and Pool near Park Güell,,1.0,"Sarrià-St. Gervasi, Barcelona"
Paseo de Gracia sunny 2BR penthouse,,1.0,"Eixample, Barcelona"
Enjoy Apartments VP Camp Nou,,6.8,"Sants-Montjuïc, Barcelona"
My Space Emirates - Apartments in Rambla de Catalunya,,2.8,"Eixample, Barcelona"
Boat Barcelona Yacht,,6.5,Barcelona
My Space Barcelona Pool City Center,,3.6,"Eixample, Barcelona"
My Space Emirates - Modern Duplex with Private Garden and Swimming Pool,,2.2,"Sarrià-St. Gervasi, Barcelona"
Apartment Barcelona Rentals - Swimming Pool with Terrace,,5.2,"Sarrià-St. Gervasi, Barcelona"
My Space Emirates - Bright Apartment in Gracia with shared Pool,,4.2,"Gràcia, Barcelona"
Apartment Barcelona Rentals - Rambla de Catalunya Center,,4.2,"Eixample, Barcelona"
My Space Emirates - Charming Duplex in Barcelona ideal for Families or Friends,,2.5,"Sarrià-St. Gervasi, Barcelona"
Barcelona InLoft,,8.7,"Eixample, Barcelona"
My Space Barcelona Guell Terrace Center,,5.0,"Sarrià-St. Gervasi, Barcelona"
My Space Emirates - Fully equipped apartments near the Beach with shared pool,,2.3,"Eixample, Barcelona"
Plaza Urquinaona Central and comfortable 3BD,,3.5,"Eixample, Barcelona"
My Space Barcelona Private Pool Garden,,4.4,"Sarrià-St. Gervasi, Barcelona"
Romantic 19th century apartment,,7.4,"Ciutat Vella, Barcelona"
Ola Living St Antoni,,,"Eixample, Barcelona"
Maravilloso piso en el corazón de Barcelona,,8.7,"Ciutat Vella, Barcelona"
Ola Living Merce,,8.4,"Ciutat Vella, Barcelona"
Barcelona Central Apartments,,7.1,"Eixample, Barcelona"
Ola Living Diagonal Apartments,,8.2,"Sarrià-St. Gervasi, Barcelona"
Apartaments Independencia,,8.2,"Sant Martí, Barcelona"
Montaber Apartment - Gracia,,8.7,"Gràcia, Barcelona"
Sagrada266 by chicStays,,8.9,"Eixample, Barcelona"
Click&Flat Gaudi Dream II,,10.0,"Eixample, Barcelona"
Apartaments Aragó565,,8.1,"Sant Martí, Barcelona"
Ola Living Consell De Cent,,8.6,"Eixample, Barcelona"
Pensión Arosa,583.0,5.8,"Ciutat Vella, Barcelona"
R&B MUNTANER,,8.6,"Eixample, Barcelona"
Enjoy Apartments Urban Retreat Valencia 1,,5.0,"Eixample, Barcelona"
NEW Renovated COZY APPARTMENT CENTRIC,,8.6,"Sarrià-St. Gervasi, Barcelona"
Aribau habitaciones,677.0,7.4,"Eixample, Barcelona"
Enjoy Apartments Urban Retreat Valencia 2,,5.2,"Eixample, Barcelona"
Chic and Modern Apartments in Gracia,,8.4,"Gràcia, Barcelona"
Sagrada Familia IV by Enjoy Apartments,,7.5,"Eixample, Barcelona"
3057 - AB Sepulveda,,8.7,"Eixample, Barcelona"
Rooms Aribau,662.0,7.3,"Eixample, Barcelona"
Boutique Hotel H10 Catalunya Plaza,,8.6,"Eixample, Barcelona"
Housalia Guell & Gracia,,8.7,"Gràcia, Barcelona"
Casa Cosi - Patio 2,,8.6,"Sarrià-St. Gervasi, Barcelona"
Inout,606.0,7.7,"Sarrià-St. Gervasi, Barcelona"
Enjoy Apartments La Riera One,,7.0,"Gràcia, Barcelona"
Housalia Guell Gaudi,,9.0,"Horta-Guinardó, Barcelona"
"Retiro Urbano en Sants, Tu Hogar en Barcelona",,4.0,"Sants-Montjuïc, Barcelona"
Olles Apartment,,8.8,"Ciutat Vella, Barcelona"
Ola Living Diagonal II Apartments,,8.4,"Sarrià-St. Gervasi, Barcelona"
11JOG1036 - Huge & bright apartment Train Station,,9.1,"Sants-Montjuïc, Barcelona"
Alojamiento Calabria,977.0,7.9,"Eixample, Barcelona"
Alojamiento Diputacion,,8.4,"Eixample, Barcelona"
Sagrada Familia V by Enjoy Apartments,,6.7,"Eixample, Barcelona"
Casa Cosi - Atico,,9.0,"Eixample, Barcelona"
S2SEP1099 - Great apartment with private terrace,,8.7,"Eixample, Barcelona"
Ola Living Plaza Catalunya,,8.5,"Eixample, Barcelona"
Hotel Cortes Rambla,,8.1,"Ciutat Vella, Barcelona"
Ola Living Batlló,,,"Eixample, Barcelona"
51SAM1021 - Modern apartment near Montjuic,,8.6,"Sants-Montjuïc, Barcelona"
1214 - TWO BEDROOMS CIUTADELLA APARTMENT,,8.0,"Sant Martí, Barcelona"
P2sal1071- Elegant Apartment in Carrer de Salinas,,8.6,"Gràcia, Barcelona"
Ola Living Gaudi,,8.3,"Ciutat Vella, Barcelona"
The Hipstel Parallel,560.0,7.1,"Sants-Montjuïc, Barcelona"
Wonderful boat for families and friends,641.0,8.1,Barcelona
Hostal Sol y K,,7.6,"Ciutat Vella, Barcelona"
LucasLand Apartments Barcelona,,9.0,"Eixample, Barcelona"
Ola Living Poblenou Beach,,,"Sant Martí, Barcelona"
Nuevo Aragó Habitaciones,682.0,6.8,"Eixample, Barcelona"
1215 - Ciutadella Pretty Apartment,,7.4,"Sant Martí, Barcelona"
Enjoy Apartments Maria,,7.7,"Eixample, Barcelona"
Alojamiento Nuevo Valenci,,7.8,"Eixample, Barcelona"
Sagrada Familia I by Enjoy Apartments,,5.0,"Eixample, Barcelona"
Ola Living Sagrada Familia,,8.4,"Eixample, Barcelona"
Alojamiento TetuGran,,9.2,"Eixample, Barcelona"
Roselló private rooms,670.0,6.9,"Eixample, Barcelona"
´Vicens Gem´ Private terrace HS Wi-Fi in Gracia by MyRentalHost,,9.9,"Gràcia, Barcelona"
pilar room,518.0,4.2,"Ciutat Vella, Barcelona"
Enjoy Apartments Calle Paris Super Stylish,,,"Eixample, Barcelona"
Alojamiento Paris,972.0,9.0,"Eixample, Barcelona"
Alojamiento Viladomat,,7.4,"Eixample, Barcelona"
Enjoy Apartments Calle Paris Super Stylish II,,,"Eixample, Barcelona"
Three Bedroom Apartment in Sants,,7.7,"Sants-Montjuïc, Barcelona"
Ola Living Broto,,8.2,"Eixample, Barcelona"
41ARI1045- Fantastic and super spacious 3bed apartment in the Center,,8.9,"Eixample, Barcelona"
Casa Cosi El Farro 4,,8.5,"Sarrià-St. Gervasi, Barcelona"
11CRC1037 Newly decorated apartment near Sants Station,,8.9,"Sants-Montjuïc, Barcelona"
Alojamiento Rambla,972.0,7.2,"Eixample, Barcelona"
Hostal Parisien Las Ramblas,,7.0,"Ciutat Vella, Barcelona"
Casa Cosi - Sants,,9.3,"Sants-Montjuïc, Barcelona"
Alojamiento Gran Vi,,7.7,"Eixample, Barcelona"
P2VIL1042 Modern & Cozy Apartment Poble Sec,,8.6,"Sants-Montjuïc, Barcelona"
41COB1019- Charming rustic apartment,,7.8,"Eixample, Barcelona"
POR1100 - Apartment in the heart of Gracia,,10.0,"Gràcia, Barcelona"
21PER1020 - Cozy apartment in Vila de Gracia,,8.3,"Gràcia, Barcelona"
Moll de la Fusta Rooms,,7.2,"Ciutat Vella, Barcelona"
