hotel_name,price_euros,rating,neighborhood
1 bedroom 1 bathrooms furnished - Delicias Atocha - bright - MintyStay,855.0,8.1,"Arganzuela, Madrid"
Exe Moncloa,1206.0,8.3,"Chamberi, Madrid"
One Shot Luchana,1277.0,7.9,"Chamberi, Madrid"
1 bedroom 1 bathroom furnished - Sol - Downtown - Minty Stay,1087.0,8.3,"Madrid City Center, Madrid"
1 bedroom 1 bathroom furnished - Chueca - modern functional - MintyStay,958.0,8.7,"Madrid City Center, Madrid"
Hostal Milan,1246.0,8.3,"Madrid City Center, Madrid"
ITC Mora by Soho Boutique,1192.0,7.8,"Madrid City Center, Madrid"
Relais & Châteaux Hotel Orfila,4457.0,9.3,"Chamberi, Madrid"
MH Apartments Central Madrid,2013.0,8.9,"Madrid City Center, Madrid"
Chueca Modern Apartment,1195.0,8.9,"Madrid City Center, Madrid"
CavaBajaSuites,1943.0,9.5,"Madrid City Center, Madrid"
Tribu Malasaña,1155.0,8.9,"Madrid City Center, Madrid"
Apartamentos Centro Jardines,974.0,8.3,"Madrid City Center, Madrid"
Minty Stay - Montera,1169.0,8.3,"Madrid City Center, Madrid"
CavaBajaSuites 2,1964.0,9.4,"Madrid City Center, Madrid"
One Shot Recoletos,1523.0,7.6,"Salamanca, Madrid"
"Casa de las Artes, member of Meliá Collection",2965.0,8.8,"Madrid City Center, Madrid"
Petit Palace Plaza Mayor,1507.0,8.3,"Madrid City Center, Madrid"
Minty Stay - Plaza Mayor 1 BD,1060.0,8.7,"Madrid City Center, Madrid"
Hostal Marlasca,996.0,8.3,"Madrid City Center, Madrid"
Apartamentos Las Torres,1078.0,8.7,"Tetuan, Madrid"
Catalonia Plaza Mayor,1850.0,9.0,"Madrid City Center, Madrid"
Casa Cobo Exclusivo Alojamiento en Madrid,808.0,7.9,"Latina, Madrid"
Hostal A Nuestra Senora de La Paloma,1118.0,8.4,"Madrid City Center, Madrid"
1 bedroom 1 bathroom furnished - Chueca - modern in downtown area - MintyStay,977.0,8.6,"Madrid City Center, Madrid"
Andres Borrego 12,891.0,8.4,"Madrid City Center, Madrid"
Oriente Palace Apartments,1624.0,9.0,"Madrid City Center, Madrid"
Balcón con luz natural,990.0,8.2,"Chamartín, Madrid"
Palacio Plaza Conde Miranda,1537.0,9.5,"Madrid City Center, Madrid"
Hostal New Dream Madrid,586.0,7.9,"Madrid City Center, Madrid"
Apartosuites Jardines de Sabatini,1254.0,9.1,"Moncloa-Aravaca, Madrid"
Luxury Green Hostal Madrid Gran Vía,1210.0,9.1,"Madrid City Center, Madrid"
Hostal Lauria,1058.0,9.2,"Madrid City Center, Madrid"
BYPILLOW Velázquez 45,1431.0,8.6,"Salamanca, Madrid"
APARTAMENTO 3 HAB MADRID CENTRO,1859.0,8.7,"Madrid City Center, Madrid"
JC Rooms Santa Ana,878.0,8.0,"Madrid City Center, Madrid"
Sercotel Gran Hotel Conde Duque,1470.0,8.4,"Chamberi, Madrid"
Catalonia El Retiro,1173.0,8.9,"Retiro, Madrid"
Market Martinez de La Riva III,490.0,7.0,"Puente de Vallecas, Madrid"
L&G Madrid Apartments,1979.0,8.6,"Arganzuela, Madrid"
Minty Stay - Imperial 2BD,880.0,7.8,"Madrid City Center, Madrid"
Hotel Santo Domingo,1433.0,7.6,"Madrid City Center, Madrid"
La Latina Premium Home,4517.0,8.2,"Madrid City Center, Madrid"
Minty Stay - Hortaleza,827.0,7.4,"Madrid City Center, Madrid"
Velazquez Manor House,10052.0,9.2,"Chamartín, Madrid"
Apartamento Centro de Madrid Plaza Mayor JH,969.0,8.2,"Madrid City Center, Madrid"
Bright apartment- 1Bd 1Bth- Alonso Cano,1143.0,8.6,"Chamberi, Madrid"
Hotel Moderno Puerta del Sol,1586.0,8.8,"Madrid City Center, Madrid"
One Shot Prado,1299.0,7.9,"Madrid City Center, Madrid"
Catalonia Las Cortes,1790.0,9.3,"Madrid City Center, Madrid"
Zleep Madrid Airport,743.0,8.3,"San Blas, Madrid"
Apartamentos Fuencarral,914.0,8.9,"Madrid City Center, Madrid"
Hostal Anton Martin,988.0,8.5,"Madrid City Center, Madrid"
Ilunion Pio XII,950.0,8.7,"Chamartín, Madrid"
Hostal Abadia Madrid,1045.0,8.6,"Madrid City Center, Madrid"
PACOROOMS,946.0,8.6,"Madrid City Center, Madrid"
MH Apartments Soho Madrid,1643.0,8.9,"Salamanca, Madrid"
"Hotel Madrid Chamartín, Affiliated by Meliá",1614.0,8.2,"Chamartín, Madrid"
Claridge Madrid,1396.0,8.7,"Retiro, Madrid"
Plaza de España Skyline,1293.0,9.2,"Moncloa-Aravaca, Madrid"
Roisa Hostal Boutique,977.0,8.0,"Chamartín, Madrid"
Hostal Lisboa,1115.0,8.7,"Madrid City Center, Madrid"
2 bedrooms 1 bathroom furnished - Lavapies - bright Modern - MintyStay,1132.0,9.2,"Madrid City Center, Madrid"
NYX Hotel Madrid by Leonardo Hotels,1270.0,8.4,"Tetuan, Madrid"
Be Mate Gran Vía Suites,1103.0,8.6,"Madrid City Center, Madrid"
JC Rooms Chueca,964.0,8.2,"Madrid City Center, Madrid"
Hostal Sol Square Madrid,999.0,8.7,"Madrid City Center, Madrid"
H-A Aparthotel Hotel Quo,1032.0,8.2,"Salamanca, Madrid"
Hostal Manuela by Gaiarooms,886.0,7.6,"Madrid City Center, Madrid"
Grupotel Mayorazgo,1390.0,8.8,"Madrid City Center, Madrid"
Hostal Victoria II,640.0,8.1,"Madrid City Center, Madrid"
1 bedroom 1 bathroom furnished - Chamberi - Cozy - MintyStay,970.0,8.1,"Chamberi, Madrid"
Downtown and Cozy - 1 Bedroom 1 Bathroom - Chueca,959.0,8.8,"Madrid City Center, Madrid"
Designer Apartment 3,1273.0,9.6,"Chamartín, Madrid"
Apartamentos Cava Baja,1379.0,9.1,"Madrid City Center, Madrid"
Estudio RetiroIbiza I,1109.0,7.7,"Retiro, Madrid"
NH Madrid Chamberí,1317.0,8.5,"Chamberi, Madrid"
Minty Stay - Ortega y Gasset,905.0,7.8,"Salamanca, Madrid"
Hostal Evoke Madrid,1045.0,9.0,"Madrid City Center, Madrid"
Centric and bright- 1Bd 1Bth- San Bernardo,976.0,7.5,"Madrid City Center, Madrid"
Acogedor Apartamento Lavapies,1274.0,8.2,"Madrid City Center, Madrid"
The Social Hub Madrid,1206.0,8.8,"Moncloa-Aravaca, Madrid"
Hostal Oriente,980.0,8.6,"Madrid City Center, Madrid"
Fuencarral Adeco,824.0,8.3,"Madrid City Center, Madrid"
NH Madrid Zurbano,1509.0,8.4,"Chamberi, Madrid"
Hotel Atlántico,1866.0,9.2,"Madrid City Center, Madrid"
Hostal PETITE MAMAN,749.0,7.6,"Madrid City Center, Madrid"
Sercotel Madrid Aeropuerto,1011.0,8.5,"Barajas, Madrid"
"Modern- 1 Bd 1,5 Bth- Delicias Atocha",843.0,8.1,"Arganzuela, Madrid"
Riu Plaza España,2273.0,9.0,"Madrid City Center, Madrid"
Duplex B1 Arrendamiento de Temporada,1244.0,8.7,"Madrid City Center, Madrid"
ICON Wipton,2700.0,8.9,"Salamanca, Madrid"
SUITES YOU Zinc,911.0,7.8,"Madrid City Center, Madrid"
Apartamentos Soho Boutique Hoy No Me Puedo Levantar,1381.0,8.5,"Madrid City Center, Madrid"
THC Tirso Molina Hostel,1023.0,8.7,"Madrid City Center, Madrid"
Hotel Julia,790.0,8.4,"San Blas, Madrid"
ITC Madrid by Soho Boutique,869.0,,"San Blas, Madrid"
Hostal Art Madrid,1087.0,8.9,"Madrid City Center, Madrid"
Estudio acogedor en zona norte,694.0,9.2,"Tetuan, Madrid"
Hostal Riesco,980.0,8.5,"Madrid City Center, Madrid"
Cozy Apartment Salamanca Neighborhood,1197.0,8.0,"Salamanca, Madrid"
Gran Versalles,1325.0,8.6,"Chamberi, Madrid"
Brigth- Pool Parking-1Bd 1Bth-Prado,1499.0,9.0,"Madrid City Center, Madrid"
RiNa MADRID apartamento1,780.0,9.8,"Moncloa-Aravaca, Madrid"
Eurostars Plaza Mayor,1256.0,8.6,"Madrid City Center, Madrid"
The Bridge Huertas,943.0,7.4,"Madrid City Center, Madrid"
Chamberí con jardín A by RegalateMadrid,1161.0,8.5,"Chamberi, Madrid"
Hotel Madrid Río,774.0,7.3,"Usera, Madrid"
Apartamento Luna - SOLO ADULTOS,1086.0,8.7,"Chamberi, Madrid"
MintyStay - Marqués de la Ensenada,1388.0,9.0,"Madrid City Center, Madrid"
Francisco I Boutique,1776.0,9.0,"Madrid City Center, Madrid"
Petit Palace Posada del Peine,1661.0,8.5,"Madrid City Center, Madrid"
MintyStay - Fernando VI,1007.0,7.3,"Madrid City Center, Madrid"
Modern apartment-1Bedroom 1Bath-Prosperidad,879.0,9.5,"Chamartín, Madrid"
Hostal Madrid Sol,819.0,8.0,"Madrid City Center, Madrid"
Leonardo Hotel Madrid City Center,1209.0,8.4,"Chamberi, Madrid"
2 bedrooms 1 bathroom furnished - Anton Martin - Vintage - MintyStay,861.0,8.2,"Madrid City Center, Madrid"
Arenal Suites Preciados,1204.0,9.2,"Madrid City Center, Madrid"
Apartamentos Gravina,846.0,9.0,"Madrid City Center, Madrid"
Eco Via Lusitana,745.0,8.2,"Carabanchel, Madrid"
Emperador,1654.0,8.7,"Madrid City Center, Madrid"
MintyStay - Gonzalo de Córdoba,1645.0,8.8,"Chamberi, Madrid"
Exe Convention Plaza Madrid,844.0,8.1,"Fuencarral-El Pardo, Madrid"
Hostal El Brezo,655.0,7.7,"Moncloa-Aravaca, Madrid"
Hostal Falfes,382.0,8.4,"Tetuan, Madrid"
Regente Hotel,1361.0,8.5,"Madrid City Center, Madrid"
Minty Stay - Malasaña,1469.0,7.7,"Madrid City Center, Madrid"
Sercotel Alcalá 611,1093.0,8.5,"San Blas, Madrid"
Bright- 1Bd 1Bth furnished - Sol,1243.0,8.3,"Madrid City Center, Madrid"
Cozy apartment-1Bedroom 1Bath-Chamberí,879.0,7.0,"Chamberi, Madrid"
Apartamento Madrid junto Palacio Real,1114.0,8.9,"Madrid City Center, Madrid"
Turísticos Cuenca 3,879.0,7.8,"Tetuan, Madrid"
Bright Modern -1Bedroom 1Bath -Cuatro Caminos,921.0,8.2,"Tetuan, Madrid"
Chamberí con jardín C by RegalateMadrid,1161.0,8.7,"Chamberi, Madrid"
Hostal Esmeralda,1083.0,8.2,"Madrid City Center, Madrid"
Chamberí con jardín B by RegalateMadrid com,1161.0,8.6,"Chamberi, Madrid"
Petit Palace Triball,1798.0,8.7,"Madrid City Center, Madrid"
Hostal Flat55Madrid,853.0,8.0,"Madrid City Center, Madrid"
I'M Room Suites Nuevos Ministerios - Bernabeu 'Digital Access',1428.0,9.0,"Tetuan, Madrid"
Heima Wonderful Loft in the Historic City Center,1301.0,8.8,"Madrid City Center, Madrid"
L&H La Latina Selection,1497.0,8.8,"Madrid City Center, Madrid"
Prado Suite,1722.0,8.6,"Madrid City Center, Madrid"
MintyStay - 1BD Chueca,1101.0,7.7,"Madrid City Center, Madrid"
Hostal Josefina-Gran Vía,1111.0,7.5,"Madrid City Center, Madrid"
Arenal Suites Gran Vía,1424.0,9.3,"Madrid City Center, Madrid"
Luxury Studio Retiro Park & Prado Museum,1143.0,8.7,"Salamanca, Madrid"
ALojamiento individual con baño propio y cocina compartida,598.0,,"Chamberi, Madrid"
Cruz Apartment,1228.0,7.6,"Madrid City Center, Madrid"
CH Chelo,865.0,7.8,"Madrid City Center, Madrid"
Lofts Reformados en el Bernabéu,910.0,7.3,"Tetuan, Madrid"
Hospedium Hotel Los Condes,1243.0,8.5,"Madrid City Center, Madrid"
Hostal Abami II,1267.0,8.4,"Madrid City Center, Madrid"
AbraCadabra Suites,559.0,7.3,"Madrid City Center, Madrid"
1881 Madrid Ventas Hotel,1477.0,8.9,"Ciudad Lineal, Madrid"
SUARA Apartamentos 3,1245.0,9.5,"Madrid City Center, Madrid"
Bob W Chueca,977.0,8.8,"Madrid City Center, Madrid"
Casa de Huespedes Dolce Vita,789.0,7.6,"Madrid City Center, Madrid"
Home Art Apartments Salamanca,1484.0,8.2,"Salamanca, Madrid"
NH Madrid Principe de Vergara,1401.0,8.5,"Salamanca, Madrid"
Acogedor y Céntrico Apartamento en GRAN VÍA,2778.0,8.7,"Madrid City Center, Madrid"
APARTAMENTO LUXURY,1174.0,9.3,"Vicálvaro, Madrid"
Hostal Castilla I Atocha,1150.0,7.8,"Madrid City Center, Madrid"
New Heima Gran Vía 2A,1309.0,8.6,"Madrid City Center, Madrid"
3Bedrooms 2Bathrooms furnished - Lavapies - bright,2065.0,8.6,"Madrid City Center, Madrid"
Madrid Confort urbano 1 dormitorio AC WIFI Cocina,785.0,9.5,"Tetuan, Madrid"
2 bedrooms 1 bathroom furnished - Delicias - bright - MintyStay,1115.0,8.1,"Arganzuela, Madrid"
AC Hotel Carlton Madrid by Marriott,1648.0,8.8,"Arganzuela, Madrid"
AC Hotel Madrid Feria by Marriott,1641.0,8.6,"Hortaleza, Madrid"
Modern and cozy- 1 Bedroom 1 Bathroom -Lavapiés,1003.0,8.4,"Madrid City Center, Madrid"
limehome Madrid Calle de la Madera - Digital Access,1188.0,8.0,"Madrid City Center, Madrid"
Siete Monos,1202.0,8.8,"Madrid City Center, Madrid"
Pestana CR7 Gran Vía Madrid,1913.0,8.4,"Madrid City Center, Madrid"
Jardines Boutique,1265.0,7.6,"Madrid City Center, Madrid"
MyHouseSpain - La Cestería,1305.0,8.9,"Chamberi, Madrid"
Vintage Apartment near Puerta del Sol,1185.0,8.6,"Madrid City Center, Madrid"
Acogedor apartamento - 1D 1B - Sol,974.0,8.0,"Madrid City Center, Madrid"
Eurostars Central,1269.0,8.4,"Madrid City Center, Madrid"
Soho Loft estilo industrial céntrico,930.0,9.0,"Moncloa-Aravaca, Madrid"
H10 Puerta de Alcalá,1845.0,8.6,"Salamanca, Madrid"
BYPILLOW Crosstown,1368.0,8.7,"Madrid City Center, Madrid"
Meta Habitat Ramon Lujan B,517.0,7.9,"Usera, Madrid"
apartamento reformado en lavapies tipo loft,1016.0,8.7,"Madrid City Center, Madrid"
Hostal Juliette-Gran Vía,1428.0,8.0,"Madrid City Center, Madrid"
ICON Embassy,2309.0,8.7,"Salamanca, Madrid"
Hostal Bruña Paseo del Prado,1256.0,8.4,"Madrid City Center, Madrid"
Reina Sofia Boutique I,1974.0,9.1,"Madrid City Center, Madrid"
Melia Avenida de America,1307.0,8.9,"San Blas, Madrid"
Gran Central Suites,1546.0,8.0,"Madrid City Center, Madrid"
Hostal La Casa de La Plaza,606.0,7.1,"Madrid City Center, Madrid"
Cozy apartment-1Bedroom 1Bathroom-Salamanca,1108.0,9.0,"Salamanca, Madrid"
Vázquez de Mella Gran Vía,1290.0,8.2,"Madrid City Center, Madrid"
Hotel Regina,2530.0,9.3,"Madrid City Center, Madrid"
Hotel Serrano,1428.0,8.5,"Salamanca, Madrid"
Hostal Cervelo,988.0,8.6,"Madrid City Center, Madrid"
Canillas - Mintystay Apartments,1025.0,8.4,"Chamartín, Madrid"
Petit Palace President Castellana,1403.0,7.5,"Salamanca, Madrid"
1 bedroom 1 bathroom furnished - Salamanca - Stylish WTerrace - MintyStay,1301.0,9.3,"Salamanca, Madrid"
Apartamento con vistas al Parque del Retiro,2117.0,8.7,"Salamanca, Madrid"
Hostal Charlotte-Gran Vía,1500.0,7.9,"Madrid City Center, Madrid"
Novotel Madrid Center,1546.0,8.6,"Salamanca, Madrid"
BELLADURMIENTE,405.0,7.4,"Tetuan, Madrid"
Amazing flat 5 balconies in Chueca - Gran Via,3165.0,9.7,"Madrid City Center, Madrid"
Horoko Apartments by Gaiarooms,1028.0,8.1,"Tetuan, Madrid"
Modern and Bright- 2 Bd 2 Bth - Center,1549.0,8.4,"Madrid City Center, Madrid"
Apartamentos Goya 75,810.0,6.5,"Salamanca, Madrid"
Vincci Soma,2132.0,8.2,"Salamanca, Madrid"
"Holiday Inn Express - Madrid - Airport, an IHG Hotel",874.0,8.8,"San Blas, Madrid"
3 bedrooms 3 bathrooms furnished - Justicia - Refurbished - MintyStay,2515.0,8.9,"Madrid City Center, Madrid"
Suite Estudio en Bravo Murillo,779.0,10.0,"Tetuan, Madrid"
Apartamentos Turisticos G3 Galeon,941.0,8.0,"Tetuan, Madrid"
Hostal Adria Santa Ana,910.0,8.1,"Madrid City Center, Madrid"
Encantador Madrid Val Izq,1143.0,7.5,"Tetuan, Madrid"
NH Madrid Balboa,1397.0,8.6,"Salamanca, Madrid"
Porcel Torre Garden,784.0,8.5,"Ciudad Lineal, Madrid"
Modern comfy-1bedroom 1bathroom-Prosperidad,835.0,7.2,"Chamartín, Madrid"
Bright and cozy- 1D 1B- Plaza Castilla,655.0,7.0,"Tetuan, Madrid"
MintyStay - Campoamor,1639.0,9.6,"Madrid City Center, Madrid"
Veracruz Puerta del Sol,1390.0,8.0,"Madrid City Center, Madrid"
Hostal Adriano,923.0,8.4,"Madrid City Center, Madrid"
"Wide and modern -1Bd 1,5 Bth- Malasaña",1592.0,9.1,"Madrid City Center, Madrid"
SLEEP'N Atocha - B Corp Certified,1528.0,8.9,"Madrid City Center, Madrid"
Hotel du Temps Madrid,1688.0,8.8,"Madrid City Center, Madrid"
1 bedroom 1 bathroom furnished - Salamanca - modern - MintyStay,1259.0,8.0,"Salamanca, Madrid"
Piso luminoso con balcones frente Parque Retiro,2117.0,9.0,"Salamanca, Madrid"
LaNave,1532.0,7.8,"Moncloa-Aravaca, Madrid"
Hostal Castilla II Puerta del Sol,1095.0,8.2,"Madrid City Center, Madrid"
Hotel Acta Madfor,1159.0,8.4,"Moncloa-Aravaca, Madrid"
"voco Madrid Retiro, an IHG Hotel",1488.0,8.7,"Retiro, Madrid"
NEW AND COZY-STUDIO-CHUECA,1149.0,8.8,"Madrid City Center, Madrid"
Modern Bright - 1Bedroom 1 Bathroom - La Latina,1159.0,9.0,"Madrid City Center, Madrid"
Hostal Victoria III,833.0,8.2,"Madrid City Center, Madrid"
AngelitoMAD,952.0,7.2,"Moncloa-Aravaca, Madrid"
Madridcito,1158.0,8.9,"Madrid City Center, Madrid"
Minty Stay- 1BD,1138.0,8.3,"Tetuan, Madrid"
San vicente Ferrer 22,1154.0,7.6,"Madrid City Center, Madrid"
Globales Acis y Galatea,1278.0,7.9,"Hortaleza, Madrid"
Prado Rooms 46 - Darya Living,1323.0,7.9,"Madrid City Center, Madrid"
Mayerling Hotel,1817.0,8.3,"Madrid City Center, Madrid"
Global Home-Ocaña,877.0,9.3,"Latina, Madrid"
Modern apartment-1Bedroom 1Bathroom-Tetuán,860.0,7.6,"Tetuan, Madrid"
Akeah Hotel Gran Vía,1683.0,8.7,"Madrid City Center, Madrid"
Oslo,1327.0,9.5,"Moncloa-Aravaca, Madrid"
Apartamento Roco,1096.0,8.8,"Latina, Madrid"
Hostal Met Madrid,1373.0,8.9,"Madrid City Center, Madrid"
Bloom Inn Madrid,1105.0,8.3,"Madrid City Center, Madrid"
2 bedrooms 2 bathrooms furnished - Chamberi - modern - MintyStay,1479.0,8.3,"Chamberi, Madrid"
Porcel Ganivet,1041.0,8.8,"Madrid City Center, Madrid"
Charming Anton Martin Market,1696.0,7.5,"Madrid City Center, Madrid"
Charming Malasaña,1761.0,8.3,"Madrid City Center, Madrid"
Piso cerca al Centro de Madrid SAN LUCIANO,907.0,7.6,"Villaverde, Madrid"
SUARA Apartamentos 1,1895.0,9.7,"Madrid City Center, Madrid"
BNBHolder Modern Loft I Centre,1064.0,8.8,"Arganzuela, Madrid"
Hostal Sonsoles Madrid-Centro,881.0,8.4,"Madrid City Center, Madrid"
Stylish & centric- 2Bd 2Bth Magdalena,1577.0,8.1,"Madrid City Center, Madrid"
Eco Alcalá Suites,868.0,8.3,"San Blas, Madrid"
Ayala 63 - THE ARC COLLECTION,3168.0,9.3,"Salamanca, Madrid"
7 Islas Hotel,1497.0,8.8,"Madrid City Center, Madrid"
Hostal Arrate,617.0,7.9,"Chamberi, Madrid"
UMusic Hotel Madrid,2278.0,8.8,"Madrid City Center, Madrid"
Apartamento con terraza céntrico moderno Nuevo,875.0,8.8,"Tetuan, Madrid"
Estudio RetiroIbiza II,1109.0,8.2,"Retiro, Madrid"
Modern Cozy - 1Bedroom 1Bathroom - Lavapies,935.0,8.4,"Madrid City Center, Madrid"
Eurostars Casa de la Lírica,1400.0,8.6,"Madrid City Center, Madrid"
2 bedrooms 2 bathrooms furnished - Malsaña - with pool - MintyStay,1471.0,8.6,"Madrid City Center, Madrid"
GuestReady - Un Moderno Apartamento a un Paso de la Plaza Mayor,2262.0,7.8,"Madrid City Center, Madrid"
Lujoso apartamento cerca de Plaza Mayor,1335.0,8.6,"Madrid City Center, Madrid"
